file_path,source_url,status_code,is_accessible,is_restricted,has_failed_images,category,title,content_length,notes
Training_Videos/Advanced_Insights/Video_Share_reports_in_insights.md,https://support.focus.teamleader.eu/hc/en-150/articles/35624435906065-Video-Share-reports-in-insights,200,True,False,False,Training_Videos,video: share reports in insights &ndash; support :,46050,
Training_Videos/Advanced_Insights/Video_Conditional_formatting_in_insights_reports.md,https://support.focus.teamleader.eu/hc/en-150/articles/35640327069457-Video-Conditional-formatting-in-insights-reports,200,True,False,False,Training_Videos,video: conditional formatting in insights reports ,46496,
Training_Videos/Advanced_Insights/Video_Add_formulas_to_insights_reports.md,https://support.focus.teamleader.eu/hc/en-150/articles/35640609051153-Video-Add-formulas-to-insights-reports,200,True,False,False,Training_Videos,video: add formulas to insights reports &ndash; su,46294,
Training_Videos/Advanced_Insights/Video_Compare_metrics_across_time_in_insights.md,https://support.focus.teamleader.eu/hc/en-150/articles/35640669413137-Video-Compare-metrics-across-time-in-insights,200,True,False,False,Training_Videos,video: compare metrics across time in insights &nd,46374,
Training_Videos/Deals_&_Quotations/Video_Intro_to_Deals.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693859033105-Video-Intro-to-Deals,200,True,False,False,Training_Videos,video: intro to deals &ndash; support : teamleader,45569,
Training_Videos/Deals_&_Quotations/Training_Your_quotations_are_accepted_twice_as_fast_thanks_to_expiry_dates.md,https://support.focus.teamleader.eu/hc/en-150/articles/27516824461841-Training-Your-quotations-are-accepted-twice-as-fast-thanks-to-expiry-dates,200,True,False,False,Training_Videos,training: your quotations are accepted twice as fa,53124,
Training_Videos/Deals_&_Quotations/Video_CloudSign.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693891833105-Video-CloudSign,200,True,False,False,Training_Videos,video: cloudsign &ndash; support : teamleader focu,46534,
Training_Videos/Deals_&_Quotations/Video_Multiple_Sales_Pipelines.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696004954641-Video-Multiple-Sales-Pipelines,200,True,False,False,Training_Videos,video: multiple sales pipelines &ndash; support : ,46600,
Training_Videos/Deals_&_Quotations/Training_Multiple_quotations_per_deal_&_separate_quotations_module.md,https://support.focus.teamleader.eu/hc/en-150/articles/26749331802385-Training-Multiple-quotations-per-deal-separate-quotations-module,200,True,False,False,Training_Videos,training: multiple quotations per deal &amp; separ,53187,
Training_Videos/Deals_&_Quotations/Video_Quotations.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695483753361-Video-Quotations,200,True,False,False,Training_Videos,video: quotations &ndash; support : teamleader foc,46454,
Training_Videos/Deals_&_Quotations/Training_Increase_your_brand_awareness_through_CloudSign_and_your_document_layout.md,https://support.focus.teamleader.eu/hc/en-150/articles/28267745274769-Training-Increase-your-brand-awareness-through-CloudSign-and-your-document-layout,200,True,False,False,Training_Videos,training: increase your brand awareness through cl,53425,
Training_Videos/Deals_&_Quotations/Video_What_is_a_deal_and_how_do_you_make_one.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693917808529-Video-What-is-a-deal-and-how-do-you-make-one,200,True,False,False,Training_Videos,video: what is a deal and how do you make one? &nd,45143,
Training_Videos/Deals_&_Quotations/Training_Deals_as_the_heart_of_your_organisation.md,https://support.focus.teamleader.eu/hc/en-150/articles/25696218460817-Training-Deals-as-the-heart-of-your-organisation,200,True,False,False,Training_Videos,training: deals as the heart of your organisation ,53630,
Training_Videos/Deals_&_Quotations/Training_Multiple_sales_pipelines.md,https://support.focus.teamleader.eu/hc/en-150/articles/26071552428177-Training-Multiple-sales-pipelines,200,True,False,False,Training_Videos,training: multiple sales pipelines &ndash; support,52978,
Training_Videos/Deals_&_Quotations/Video_Creating_quotations_via_a_deal.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693921578385-Video-Creating-quotations-via-a-deal,200,True,False,False,Training_Videos,video: creating quotations via a deal &ndash; supp,46901,
Training_Videos/Deals_&_Quotations/Video_Multiple_quotations_per_deal.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693912985873-Video-Multiple-quotations-per-deal,200,True,False,False,Training_Videos,video: multiple quotations per deal &ndash; suppor,45356,
Training_Videos/Insights/Training_Deal_Insights_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/31863582621201-Training-Deal-Insights-in-Teamleader-Focus,200,True,False,False,Training_Videos,training: deal insights in teamleader focus &ndash,46157,
Training_Videos/Insights/Training_Your_year_in_numbers.md,https://support.focus.teamleader.eu/hc/en-150/articles/42093263698321-Training-Your-year-in-numbers,200,True,False,False,Training_Videos,training: your year in numbers &ndash; support : t,45082,
Training_Videos/Insights/Training_Timesheets_&_User_Insights_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/32193273142929-Training-Timesheets-User-Insights-in-Teamleader-Focus,200,True,False,False,Training_Videos,training: timesheets &amp; user insights in teamle,46308,
Training_Videos/Insights/Training_Invoice_&_subscription_Insights_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/31988526913169-Training-Invoice-subscription-Insights-in-Teamleader-Focus,200,True,False,False,Training_Videos,training: invoice &amp; subscription insights in t,46389,
Training_Videos/Insights/Video_Insights.md,https://support.focus.teamleader.eu/hc/en-150/articles/30440073046929-Video-Insights,200,True,False,False,Training_Videos,video: insights &ndash; support : teamleader focus,46818,
Training_Videos/Insights/Training_Project_Insights_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/32154338834065-Training-Project-Insights-in-Teamleader-Focus,200,True,False,False,Training_Videos,training: project insights in teamleader focus &nd,46057,
Training_Videos/Settings/Video_Email_signature.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693852724497-Video-Email-signature,200,True,False,False,Training_Videos,video: email signature &ndash; support : teamleade,46595,
Training_Videos/Settings/Video_Domain_verification.md,https://support.focus.teamleader.eu/hc/en-150/articles/38030348211345-Video-Domain-verification,200,True,False,False,Training_Videos,video: domain verification &ndash; support : teaml,45947,
Training_Videos/Settings/Video_Manage_profile_and_company_information.md,https://support.focus.teamleader.eu/hc/en-150/articles/38023306295953-Video-Manage-profile-and-company-information,200,True,False,False,Training_Videos,video: manage profile and company information &nda,47039,
"Training_Videos/Settings/Video_Columns,_custom_fields_and_tags.md",https://support.focus.teamleader.eu/hc/en-150/articles/38028657721361-Video-Columns-custom-fields-and-tags,200,True,False,False,Training_Videos,"video: columns, custom fields and tags &ndash; sup",46595,
Training_Videos/Settings/Video_Invite_users_and_manage_user_rights.md,https://support.focus.teamleader.eu/hc/en-150/articles/37998310747793-Video-Invite-users-and-manage-user-rights,200,True,False,False,Training_Videos,video: invite users and manage user rights &ndash;,46520,
Training_Videos/Import_&_Export/Video_Data_imports_and_segments.md,https://support.focus.teamleader.eu/hc/en-150/articles/38026592021265-Video-Data-imports-and-segments,200,True,False,False,Training_Videos,video: data imports and segments &ndash; support :,46246,
Training_Videos/Import_&_Export/Video_CRM_Import.md,https://support.focus.teamleader.eu/hc/en-150/articles/25692588741137-Video-CRM-Import,200,True,False,False,Training_Videos,video: crm import &ndash; support : teamleader foc,46244,
"Training_Videos/Document_layout_&_Templates/Video_Email_templates_for_quotations,_invoices_and_meetings.md",https://support.focus.teamleader.eu/hc/en-150/articles/25693774455441-Video-Email-templates-for-quotations-invoices-and-meetings,200,True,False,False,Training_Videos,"video: email templates for quotations, invoices an",46948,
Training_Videos/Document_layout_&_Templates/Video_Document_layout.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693910121617-Video-Document-layout,200,True,False,False,Training_Videos,video: document layout &ndash; support : teamleade,46472,
"Training_Videos/Integrations_&_Marketplace/Integrations_for_Go,_Move_&_Boost.md",https://support.focus.teamleader.eu/hc/en-150/articles/25697744992913-Integrations-for-Go-Move-Boost,200,True,False,False,Training_Videos,"integrations for go, move &amp; boost &ndash; supp",45149,
Training_Videos/Integrations_&_Marketplace/Video_Setting_invoices_to_paid_with_Ponto.md,https://support.focus.teamleader.eu/hc/en-150/articles/25695547291921-Video-Setting-invoices-to-paid-with-Ponto,200,True,False,False,Training_Videos,video: setting invoices to paid with ponto &ndash;,47103,
Training_Videos/Integrations_&_Marketplace/Video_Email_tracking.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693914265233-Video-Email-tracking,200,True,False,False,Training_Videos,video: email tracking &ndash; support : teamleader,46441,
Training_Videos/Integrations_&_Marketplace/Video_Installing_the_Outlook_email_add-in.md,https://support.focus.teamleader.eu/hc/en-150/articles/25698015062417-Video-Installing-the-Outlook-email-add-in,200,True,False,False,Training_Videos,video: installing the outlook email add-in &ndash;,46583,
Training_Videos/Integrations_&_Marketplace/Video_Connecting_Exact_Online_to_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693878206353-Video-Connecting-Exact-Online-to-Teamleader-Focus,200,True,False,False,Training_Videos,video: connecting exact online to teamleader focus,47102,
Training_Videos/Integrations_&_Marketplace/Video_The_Teamleader_Focus_Marketplace.md,https://support.focus.teamleader.eu/hc/en-150/articles/38031339167761-Video-The-Teamleader-Focus-Marketplace,200,True,False,False,Training_Videos,video: the teamleader focus marketplace &ndash; su,46102,
Training_Videos/Integrations_&_Marketplace/Video_Integrate_Google_Calendar_with_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693744184081-Video-Integrate-Google-Calendar-with-Teamleader-Focus,200,True,False,False,Training_Videos,video: integrate google calendar with teamleader f,46731,
Training_Videos/Integrations_&_Marketplace/Video_Connect_Mailchimp_to_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/25692603805329-Video-Connect-Mailchimp-to-Teamleader-Focus,200,True,False,False,Training_Videos,video: connect mailchimp to teamleader focus &ndas,46843,
Training_Videos/Integrations_&_Marketplace/Video_Payment_integrations.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693935932561-Video-Payment-integrations,200,True,False,False,Training_Videos,video: payment integrations &ndash; support : team,46609,
Training_Videos/Webinars/Upcoming_webinars.md,https://support.focus.teamleader.eu/hc/en-150/articles/32246168384913-Upcoming-webinars,200,True,False,False,Training_Videos,upcoming webinars &ndash; support : teamleader foc,45732,
Training_Videos/Peppol/Video_Activate_Peppol_in_3_clicks.md,https://support.focus.teamleader.eu/hc/en-150/articles/33055626808977-Video-Activate-Peppol-in-3-clicks,200,True,False,False,Training_Videos,video: activate peppol in 3 clicks &ndash; support,45822,
Training_Videos/Peppol/Video_Peppol.md,https://support.focus.teamleader.eu/hc/en-150/articles/30492121638929-Video-Peppol,200,False,True,False,Training_Videos,login teamleader focus,4623,Restricted (login teamleader focus)
Training_Videos/Peppol/Training_Peppol_en_e-invoicing_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/30898334358545-Training-Peppol-en-e-invoicing-in-Teamleader-Focus,200,False,True,False,Training_Videos,login teamleader focus,4623,Restricted (login teamleader focus)
Training_Videos/Time_tracking/Video_Weekly_time_tracking.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693943405585-Video-Weekly-time-tracking,200,True,False,False,Training_Videos,video: weekly time tracking &ndash; support : team,46633,
Training_Videos/Time_tracking/Video_Registering_time_tracking.md,https://support.focus.teamleader.eu/hc/en-150/articles/25693883384209-Video-Registering-time-tracking,200,True,False,False,Training_Videos,video: registering time tracking &ndash; support :,46837,
Training_Videos/Expenses/Video_Add_and_scan_expenses_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/35181236735121-Video-Add-and-scan-expenses-in-Teamleader-Focus,200,True,False,False,Training_Videos,video: add and scan expenses in teamleader focus &,46355,
Training_Videos/Expenses/Video_Add_payments_to_expenses.md,https://support.focus.teamleader.eu/hc/en-150/articles/40492512747921-Video-Add-payments-to-expenses,200,True,False,False,Training_Videos,video: add payments to expenses &ndash; support : ,45522,
Training_Videos/Expenses/Video_Expense_reports_in_insights.md,https://support.focus.teamleader.eu/hc/en-150/articles/40492973662993-Video-Expense-reports-in-insights,200,True,False,False,Training_Videos,video: expense reports in insights &ndash; support,45708,
Training_Videos/Expenses/Video_Expenses_on_the_mobile_app.md,https://support.focus.teamleader.eu/hc/en-150/articles/40492895025169-Video-Expenses-on-the-mobile-app,200,True,False,False,Training_Videos,video: expenses on the mobile app &ndash; support ,42801,
Training_Videos/Expenses/Video_Approve_expenses_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/35181610555025-Video-Approve-expenses-in-Teamleader-Focus,200,True,False,False,Training_Videos,video: approve expenses in teamleader focus &ndash,46258,
Training_Videos/Expenses/Video_Filtering_and_searching_in_your_expenses_in_Teamleader_Focus.md,https://support.focus.teamleader.eu/hc/en-150/articles/35181846573969-Video-Filtering-and-searching-in-your-expenses-in-Teamleader-Focus,200,True,False,False,Training_Videos,video: filtering and searching in your expenses in,46524,
Training_Videos/Expenses/Video_Link_expenses_to_projects.md,https://support.focus.teamleader.eu/hc/en-150/articles/40492419123089-Video-Link-expenses-to-projects,200,False,True,False,Training_Videos,login teamleader focus,4623,Restricted (login teamleader focus)
Training_Videos/Expenses/Video_Copy_function_for_expense_PDF's.md,https://support.focus.teamleader.eu/hc/en-150/articles/40493116865425-Video-Copy-function-for-expense-PDF-s,200,True,False,False,Training_Videos,video: copy function for expense pdf&#39;s &ndash;,45245,
